Implemented,Source Instance,Source Port,Destination Instance,Destination Port,Type,Interface Type,Enable Connection
x,u_aipu.u_soc_mgmt_p,o_fast_clk,u_aipu.u_ai_core_p_7,i_clk,,,N/A
x,u_aipu.u_soc_mgmt_p,o_ao_rst_n,u_aipu.u_ai_core_p_7,i_ao_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_global_rst_n,u_aipu.u_ai_core_p_7,i_global_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_global_sync,u_aipu.u_ai_core_p_7,i_inter_core_sync,,,N/A
x,u_aipu.u_soc_mgmt_p,io_pvt_ibias_ts[7],u_aipu.u_ai_core_p_7,io_ibias_ts,,,N/A
x,u_aipu.u_soc_mgmt_p,io_pvt_vsense_ts[7],u_aipu.u_ai_core_p_7,io_vsense_ts,,,N/A
x,u_aipu.u_soc_mgmt_p,o_debugint[13],u_aipu.u_ai_core_p_7,i_debug_int_async,,,N/A
x,u_aipu.u_soc_mgmt_p,o_resethaltreq[13],u_aipu.u_ai_core_p_7,i_resethaltreq_async,,,N/A
x,u_aipu.u_ai_core_p_7,o_hart_unavail_async,u_aipu.u_soc_mgmt_p,i_hart_unavail[13],,,N/A
x,u_aipu.u_ai_core_p_7,o_hart_under_reset_async,u_aipu.u_soc_mgmt_p,i_hart_under_reset[13],,,N/A
x,u_aipu.u_apu_p,o_aic_msip[7],u_aipu.u_ai_core_p_7,i_msip_async,,,N/A
x,u_aipu.u_apu_p,o_aic_mtip[7],u_aipu.u_ai_core_p_7,i_mtip_async,,,N/A
x,u_aipu.u_ai_core_p_7,o_stoptime_async,u_aipu.u_apu_p,i_aic_stoptime[7],,,N/A
x,,8,u_aipu.u_ai_core_p_7,i_cid,,,N/A
,,,,,,,
x,u_aipu.u_pve_p_0,ctrlo_axi_m,u_aipu.u_noc_top,pve_0_init_lt_axi_s,Protocol,AXI4,N/A
x,u_aipu.u_noc_top,pve_0_targ_lt_axi_m,u_aipu.u_pve_p_0,ctrli_axi_s,Protocol,AXI4,N/A
x,u_aipu.u_pve_p_0,dma_axi_m,u_aipu.u_noc_top,pve_0_init_ht_axi_s,Protocol,AXI4,N/A
x,u_aipu.u_noc_top,pve_0_targ_syscfg_apb_m,u_aipu.u_pve_p_0,cfg_apb4_s,Protocol,APB4,N/A
x,u_aipu.u_pve_p_0,o_noc_async_idle_req,u_aipu.u_noc_top,i_pve_0_pwr_idle_req,,,N/A
x,u_aipu.u_noc_top,o_pve_0_pwr_idle_ack,u_aipu.u_pve_p_0,i_noc_async_idle_ack,,,N/A
x,u_aipu.u_noc_top,o_pve_0_pwr_idle_val,u_aipu.u_pve_p_0,i_noc_async_idle_val,,,N/A
x,u_aipu.u_pve_p_0,o_noc_clken,u_aipu.u_noc_top,i_pve_0_clken,,,N/A
x,u_aipu.u_pve_p_0,o_noc_rst_n,u_aipu.u_noc_top,i_pve_0_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_fast_clk,u_aipu.u_pve_p_0,i_clk,,,N/A
x,u_aipu.u_soc_mgmt_p,o_ao_rst_n,u_aipu.u_pve_p_0,i_ao_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_global_rst_n,u_aipu.u_pve_p_0,i_global_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_debugint[21:14],u_aipu.u_pve_p_0,i_debug_req,,,N/A
x,u_aipu.u_soc_mgmt_p,o_resethaltreq[21:14],u_aipu.u_pve_p_0,i_debug_rst_halt_req,,,N/A
x,u_aipu.u_pve_p_0,o_hart_unavail,u_aipu.u_soc_mgmt_p,i_hart_unavail[21:14],,,N/A
x,u_aipu.u_pve_p_0,o_hart_under_reset,u_aipu.u_soc_mgmt_p,i_hart_under_reset[21:14],,,N/A
x,u_aipu.u_soc_mgmt_p,io_pvt_ibias_ts[9],u_aipu.u_pve_p_0,io_ibias_ts,,,N/A
x,u_aipu.u_soc_mgmt_p,io_pvt_vsense_ts[9],u_aipu.u_pve_p_0,io_vsense_ts,,,N/A
,,,,,,,
x,u_aipu.u_pve_p_1,ctrlo_axi_m,u_aipu.u_noc_top,pve_1_init_lt_axi_s,Protocol,AXI4,N/A
x,u_aipu.u_noc_top,pve_1_targ_lt_axi_m,u_aipu.u_pve_p_1,ctrli_axi_s,Protocol,AXI4,N/A
x,u_aipu.u_pve_p_1,dma_axi_m,u_aipu.u_noc_top,pve_1_init_ht_axi_s,Protocol,AXI4,N/A
x,u_aipu.u_pve_p_1,o_noc_async_idle_req,u_aipu.u_noc_top,i_pve_1_pwr_idle_req,,,N/A
x,u_aipu.u_noc_top,o_pve_1_pwr_idle_ack,u_aipu.u_pve_p_1,i_noc_async_idle_ack,,,N/A
x,u_aipu.u_noc_top,o_pve_1_pwr_idle_val,u_aipu.u_pve_p_1,i_noc_async_idle_val,,,N/A
x,u_aipu.u_pve_p_1,o_noc_clken,u_aipu.u_noc_top,i_pve_1_clken,,,N/A
x,u_aipu.u_pve_p_1,o_noc_rst_n,u_aipu.u_noc_top,i_pve_1_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_fast_clk,u_aipu.u_pve_p_1,i_clk,,,N/A
x,u_aipu.u_soc_mgmt_p,o_ao_rst_n,u_aipu.u_pve_p_1,i_ao_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_global_rst_n,u_aipu.u_pve_p_1,i_global_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_debugint[29:22],u_aipu.u_pve_p_1,i_debug_req,,,N/A
x,u_aipu.u_soc_mgmt_p,o_resethaltreq[29:22],u_aipu.u_pve_p_1,i_debug_rst_halt_req,,,N/A
x,u_aipu.u_pve_p_1,o_hart_unavail,u_aipu.u_soc_mgmt_p,i_hart_unavail[29:22],,,N/A
x,u_aipu.u_pve_p_1,o_hart_under_reset,u_aipu.u_soc_mgmt_p,i_hart_under_reset[29:22],,,N/A
x,u_aipu.u_soc_mgmt_p,io_pvt_ibias_ts[10],u_aipu.u_pve_p_1,io_ibias_ts,,,N/A
x,u_aipu.u_soc_mgmt_p,io_pvt_vsense_ts[10],u_aipu.u_pve_p_1,io_vsense_ts,,,N/A
,,,,,,,
x,u_aipu.u_noc_top,l2_0_targ_ht_axi_m,u_aipu.u_l2_p_0,ht_axi_s,Protocol,AXI4,N/A
x,u_aipu.u_noc_top,l2_0_targ_syscfg_apb_m,u_aipu.u_l2_p_0,cfg_apb4_s,Protocol,APB4,N/A
x,u_aipu.u_l2_p_0,o_noc_async_idle_req,u_aipu.u_noc_top,i_l2_0_pwr_idle_req,,,N/A
x,u_aipu.u_noc_top,o_l2_0_pwr_idle_ack,u_aipu.u_l2_p_0,i_noc_async_idle_ack,,,N/A
x,u_aipu.u_noc_top,o_l2_0_pwr_idle_val,u_aipu.u_l2_p_0,i_noc_async_idle_val,,,N/A
x,u_aipu.u_l2_p_0,o_noc_clken,u_aipu.u_noc_top,i_l2_0_clken,,,N/A
x,u_aipu.u_l2_p_0,o_noc_rst_n,u_aipu.u_noc_top,i_l2_0_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_fast_clk,u_aipu.u_l2_p_0,i_clk,,,N/A
x,u_aipu.u_soc_mgmt_p,o_ao_rst_n,u_aipu.u_l2_p_0,i_ao_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_global_rst_n,u_aipu.u_l2_p_0,i_global_rst_n,,,N/A
x,u_aipu.u_noc_top,l2_1_targ_ht_axi_m,u_aipu.u_l2_p_1,ht_axi_s,Protocol,AXI4,N/A
x,u_aipu.u_noc_top,l2_1_targ_syscfg_apb_m,u_aipu.u_l2_p_1,cfg_apb4_s,Protocol,APB4,N/A
x,u_aipu.u_l2_p_1,o_noc_async_idle_req,u_aipu.u_noc_top,i_l2_1_pwr_idle_req,,,N/A
x,u_aipu.u_noc_top,o_l2_1_pwr_idle_ack,u_aipu.u_l2_p_1,i_noc_async_idle_ack,,,N/A
x,u_aipu.u_noc_top,o_l2_1_pwr_idle_val,u_aipu.u_l2_p_1,i_noc_async_idle_val,,,N/A
x,u_aipu.u_l2_p_1,o_noc_clken,u_aipu.u_noc_top,i_l2_1_clken,,,N/A
x,u_aipu.u_l2_p_1,o_noc_rst_n,u_aipu.u_noc_top,i_l2_1_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_fast_clk,u_aipu.u_l2_p_1,i_clk,,,N/A
x,u_aipu.u_soc_mgmt_p,o_ao_rst_n,u_aipu.u_l2_p_1,i_ao_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_global_rst_n,u_aipu.u_l2_p_1,i_global_rst_n,,,N/A
x,u_aipu.u_noc_top,l2_2_targ_ht_axi_m,u_aipu.u_l2_p_2,ht_axi_s,Protocol,AXI4,N/A
x,u_aipu.u_noc_top,l2_2_targ_syscfg_apb_m,u_aipu.u_l2_p_2,cfg_apb4_s,Protocol,APB4,N/A
x,u_aipu.u_l2_p_2,o_noc_async_idle_req,u_aipu.u_noc_top,i_l2_2_pwr_idle_req,,,N/A
x,u_aipu.u_noc_top,o_l2_2_pwr_idle_ack,u_aipu.u_l2_p_2,i_noc_async_idle_ack,,,N/A
x,u_aipu.u_noc_top,o_l2_2_pwr_idle_val,u_aipu.u_l2_p_2,i_noc_async_idle_val,,,N/A
x,u_aipu.u_l2_p_2,o_noc_clken,u_aipu.u_noc_top,i_l2_2_clken,,,N/A
x,u_aipu.u_l2_p_2,o_noc_rst_n,u_aipu.u_noc_top,i_l2_2_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_fast_clk,u_aipu.u_l2_p_2,i_clk,,,N/A
x,u_aipu.u_soc_mgmt_p,o_ao_rst_n,u_aipu.u_l2_p_2,i_ao_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_global_rst_n,u_aipu.u_l2_p_2,i_global_rst_n,,,N/A
x,u_aipu.u_noc_top,l2_3_targ_ht_axi_m,u_aipu.u_l2_p_3,ht_axi_s,Protocol,AXI4,N/A
x,u_aipu.u_noc_top,l2_3_targ_syscfg_apb_m,u_aipu.u_l2_p_3,cfg_apb4_s,Protocol,APB4,N/A
x,u_aipu.u_l2_p_3,o_noc_async_idle_req,u_aipu.u_noc_top,i_l2_3_pwr_idle_req,,,N/A
x,u_aipu.u_noc_top,o_l2_3_pwr_idle_ack,u_aipu.u_l2_p_3,i_noc_async_idle_ack,,,N/A
x,u_aipu.u_noc_top,o_l2_3_pwr_idle_val,u_aipu.u_l2_p_3,i_noc_async_idle_val,,,N/A
x,u_aipu.u_l2_p_3,o_noc_clken,u_aipu.u_noc_top,i_l2_3_clken,,,N/A
x,u_aipu.u_l2_p_3,o_noc_rst_n,u_aipu.u_noc_top,i_l2_3_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_fast_clk,u_aipu.u_l2_p_3,i_clk,,,N/A
x,u_aipu.u_soc_mgmt_p,o_ao_rst_n,u_aipu.u_l2_p_3,i_ao_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_global_rst_n,u_aipu.u_l2_p_3,i_global_rst_n,,,N/A
x,u_aipu.u_noc_top,l2_4_targ_ht_axi_m,u_aipu.u_l2_p_4,ht_axi_s,Protocol,AXI4,N/A
x,u_aipu.u_noc_top,l2_4_targ_syscfg_apb_m,u_aipu.u_l2_p_4,cfg_apb4_s,Protocol,APB4,N/A
x,u_aipu.u_l2_p_4,o_noc_async_idle_req,u_aipu.u_noc_top,i_l2_4_pwr_idle_req,,,N/A
x,u_aipu.u_noc_top,o_l2_4_pwr_idle_ack,u_aipu.u_l2_p_4,i_noc_async_idle_ack,,,N/A
x,u_aipu.u_noc_top,o_l2_4_pwr_idle_val,u_aipu.u_l2_p_4,i_noc_async_idle_val,,,N/A
x,u_aipu.u_l2_p_4,o_noc_clken,u_aipu.u_noc_top,i_l2_4_clken,,,N/A
x,u_aipu.u_l2_p_4,o_noc_rst_n,u_aipu.u_noc_top,i_l2_4_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_fast_clk,u_aipu.u_l2_p_4,i_clk,,,N/A
x,u_aipu.u_soc_mgmt_p,o_ao_rst_n,u_aipu.u_l2_p_4,i_ao_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_global_rst_n,u_aipu.u_l2_p_4,i_global_rst_n,,,N/A
x,u_aipu.u_noc_top,l2_5_targ_ht_axi_m,u_aipu.u_l2_p_5,ht_axi_s,Protocol,AXI4,N/A
x,u_aipu.u_noc_top,l2_5_targ_syscfg_apb_m,u_aipu.u_l2_p_5,cfg_apb4_s,Protocol,APB4,N/A
x,u_aipu.u_l2_p_5,o_noc_async_idle_req,u_aipu.u_noc_top,i_l2_5_pwr_idle_req,,,N/A
x,u_aipu.u_noc_top,o_l2_5_pwr_idle_ack,u_aipu.u_l2_p_5,i_noc_async_idle_ack,,,N/A
x,u_aipu.u_noc_top,o_l2_5_pwr_idle_val,u_aipu.u_l2_p_5,i_noc_async_idle_val,,,N/A
x,u_aipu.u_l2_p_5,o_noc_clken,u_aipu.u_noc_top,i_l2_5_clken,,,N/A
x,u_aipu.u_l2_p_5,o_noc_rst_n,u_aipu.u_noc_top,i_l2_5_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_fast_clk,u_aipu.u_l2_p_5,i_clk,,,N/A
x,u_aipu.u_soc_mgmt_p,o_ao_rst_n,u_aipu.u_l2_p_5,i_ao_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_global_rst_n,u_aipu.u_l2_p_5,i_global_rst_n,,,N/A
x,u_aipu.u_noc_top,l2_6_targ_ht_axi_m,u_aipu.u_l2_p_6,ht_axi_s,Protocol,AXI4,N/A
x,u_aipu.u_noc_top,l2_6_targ_syscfg_apb_m,u_aipu.u_l2_p_6,cfg_apb4_s,Protocol,APB4,N/A
x,u_aipu.u_l2_p_6,o_noc_async_idle_req,u_aipu.u_noc_top,i_l2_6_pwr_idle_req,,,N/A
x,u_aipu.u_noc_top,o_l2_6_pwr_idle_ack,u_aipu.u_l2_p_6,i_noc_async_idle_ack,,,N/A
x,u_aipu.u_noc_top,o_l2_6_pwr_idle_val,u_aipu.u_l2_p_6,i_noc_async_idle_val,,,N/A
x,u_aipu.u_l2_p_6,o_noc_clken,u_aipu.u_noc_top,i_l2_6_clken,,,N/A
x,u_aipu.u_l2_p_6,o_noc_rst_n,u_aipu.u_noc_top,i_l2_6_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_fast_clk,u_aipu.u_l2_p_6,i_clk,,,N/A
x,u_aipu.u_soc_mgmt_p,o_ao_rst_n,u_aipu.u_l2_p_6,i_ao_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_global_rst_n,u_aipu.u_l2_p_6,i_global_rst_n,,,N/A
x,u_aipu.u_noc_top,l2_7_targ_ht_axi_m,u_aipu.u_l2_p_7,ht_axi_s,Protocol,AXI4,N/A
x,u_aipu.u_noc_top,l2_7_targ_syscfg_apb_m,u_aipu.u_l2_p_7,cfg_apb4_s,Protocol,APB4,N/A
x,u_aipu.u_l2_p_7,o_noc_async_idle_req,u_aipu.u_noc_top,i_l2_7_pwr_idle_req,,,N/A
x,u_aipu.u_noc_top,o_l2_7_pwr_idle_ack,u_aipu.u_l2_p_7,i_noc_async_idle_ack,,,N/A
x,u_aipu.u_noc_top,o_l2_7_pwr_idle_val,u_aipu.u_l2_p_7,i_noc_async_idle_val,,,N/A
x,u_aipu.u_l2_p_7,o_noc_clken,u_aipu.u_noc_top,i_l2_7_clken,,,N/A
x,u_aipu.u_l2_p_7,o_noc_rst_n,u_aipu.u_noc_top,i_l2_7_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_fast_clk,u_aipu.u_l2_p_7,i_clk,,,N/A
x,u_aipu.u_soc_mgmt_p,o_ao_rst_n,u_aipu.u_l2_p_7,i_ao_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_global_rst_n,u_aipu.u_l2_p_7,i_global_rst_n,,,N/A
,,,,,,,
x,u_aipu.u_noc_top,lpddr_graph_0_targ_ht_axi_m,u_aipu.u_lpddr_p_graph_0,lpddr_axi_m,Protocol,AXI4,N/A
x,u_aipu.u_noc_top,lpddr_graph_0_targ_cfg_apb_m,u_aipu.u_lpddr_p_graph_0,lpddr_cfg_apb4_s,Protocol,APB4,N/A
x,u_aipu.u_noc_top,lpddr_graph_0_targ_syscfg_apb_m,u_aipu.u_lpddr_p_graph_0,lpddr_syscfg_apb4_s,Protocol,APB4,N/A
x,u_aipu.u_lpddr_p_graph_0,o_noc_async_idle_req,u_aipu.u_noc_top,i_lpddr_graph_0_pwr_idle_vec_req,,,N/A
x,u_aipu.u_noc_top,o_lpddr_graph_0_pwr_idle_vec_ack,u_aipu.u_lpddr_p_graph_0,i_noc_async_idle_ack,,,N/A
x,u_aipu.u_noc_top,o_lpddr_graph_0_pwr_idle_vec_val,u_aipu.u_lpddr_p_graph_0,i_noc_async_idle_val,,,N/A
x,u_aipu.u_lpddr_p_graph_0,o_noc_clken,u_aipu.u_noc_top,i_lpddr_graph_0_clken,,,N/A
x,u_aipu.u_lpddr_p_graph_0,o_noc_rst_n,u_aipu.u_noc_top,i_lpddr_graph_0_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_ao_rst_n,u_aipu.u_lpddr_p_graph_0,i_ao_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_global_rst_n,u_aipu.u_lpddr_p_graph_0,i_global_rst_n,,,N/A
x,u_aipu.u_ddr_west_clock_gen_p,o_ddr_west_clk,u_aipu.u_lpddr_p_graph_0,i_lpddr_clk,,,N/A
x,u_aipu,i_ref_clk,u_aipu.u_lpddr_p_graph_0,i_ao_clk,,,N/A
x,u_aipu.u_lpddr_p_graph_0,BP_MEMRESET_L,u_aipu,o_lpddr_graph_0_bp_memreset_l,,,N/A
x,u_aipu.u_lpddr_p_graph_0,BP_A,u_aipu,io_lpddr_graph_0_bp_a,,,N/A
x,u_aipu.u_lpddr_p_graph_0,BP_ATO,u_aipu,io_lpddr_graph_0_bp_ato,,,N/A
x,u_aipu.u_lpddr_p_graph_0,BP_ATO_PLL,u_aipu,io_lpddr_graph_0_bp_ato_pll,,,N/A
x,u_aipu.u_lpddr_p_graph_0,BP_B0_D,u_aipu,io_lpddr_graph_0_bp_b0_d,,,N/A
x,u_aipu.u_lpddr_p_graph_0,BP_B1_D,u_aipu,io_lpddr_graph_0_bp_b1_d,,,N/A
x,u_aipu.u_lpddr_p_graph_0,BP_B2_D,u_aipu,io_lpddr_graph_0_bp_b2_d,,,N/A
x,u_aipu.u_lpddr_p_graph_0,BP_B3_D,u_aipu,io_lpddr_graph_0_bp_b3_d,,,N/A
x,u_aipu.u_lpddr_p_graph_0,BP_CK0_C,u_aipu,io_lpddr_graph_0_bp_ck0_c,,,N/A
x,u_aipu.u_lpddr_p_graph_0,BP_CK0_T,u_aipu,io_lpddr_graph_0_bp_ck0_t,,,N/A
x,u_aipu.u_lpddr_p_graph_0,BP_CK1_C,u_aipu,io_lpddr_graph_0_bp_ck1_c,,,N/A
x,u_aipu.u_lpddr_p_graph_0,BP_CK1_T,u_aipu,io_lpddr_graph_0_bp_ck1_t,,,N/A
x,u_aipu.u_lpddr_p_graph_0,BP_ZN,u_aipu,io_lpddr_graph_0_bp_zn,,,N/A
x,u_aipu.u_lpddr_p_graph_0,o_ctrl_sbr_done_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_0__ctrl_sbr_done,,,N/A
x,u_aipu.u_lpddr_p_graph_0,o_ctrl_derate_temp_limit_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_0__ctrl_derate_temp_limit,,,N/A
x,u_aipu.u_lpddr_p_graph_0,o_ctrl_ecc_ap_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_0__ctrl_ecc_ap_err,,,N/A
x,u_aipu.u_lpddr_p_graph_0,o_ctrl_ecc_corrected_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_0__ctrl_ecc_corrected_err,,,N/A
x,u_aipu.u_lpddr_p_graph_0,o_ctrl_ecc_uncorrected_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_0__ctrl_ecc_uncorrected_err,,,N/A
x,u_aipu.u_lpddr_p_graph_0,o_ctrl_rd_linkecc_corr_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_0__ctrl_rd_linkecc_corr_err,,,N/A
x,u_aipu.u_lpddr_p_graph_0,o_ctrl_rd_linkecc_uncorr_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_0__ctrl_rd_linkecc_uncorr_err,,,N/A
x,u_aipu.u_lpddr_p_graph_0,o_phy_pie_prog_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_0__phy_pie_prog_err,,,N/A
x,u_aipu.u_lpddr_p_graph_0,o_phy_ecc_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_0__phy_ecc_err,,,N/A
x,u_aipu.u_lpddr_p_graph_0,o_phy_rdfptrchk_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_0__phy_rdfptrchk_err,,,N/A
x,u_aipu.u_lpddr_p_graph_0,o_phy_pie_parity_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_0__phy_pie_parity_err,,,N/A
x,u_aipu.u_lpddr_p_graph_0,o_phy_acsm_parity_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_0__phy_acsm_parity_err,,,N/A
x,u_aipu.u_lpddr_p_graph_0,o_phy_trng_fail_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_0__phy_trng_fail,,,N/A
x,u_aipu.u_lpddr_p_graph_0,o_phy_init_cmplt_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_0__phy_init_cmplt,,,N/A
x,u_aipu.u_lpddr_p_graph_0,o_phy_trng_cmplt_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_0__phy_trng_cmplt,,,N/A
x,,0,u_aipu.u_apu_p,i_cores_nmi,,,N/A
,,,,,,,
x,u_aipu.u_noc_top,lpddr_graph_1_targ_ht_axi_m,u_aipu.u_lpddr_p_graph_1,lpddr_axi_m,Protocol,AXI4,N/A
x,u_aipu.u_noc_top,lpddr_graph_1_targ_cfg_apb_m,u_aipu.u_lpddr_p_graph_1,lpddr_cfg_apb4_s,Protocol,APB4,N/A
x,u_aipu.u_noc_top,lpddr_graph_1_targ_syscfg_apb_m,u_aipu.u_lpddr_p_graph_1,lpddr_syscfg_apb4_s,Protocol,APB4,N/A
x,u_aipu.u_lpddr_p_graph_1,o_noc_async_idle_req,u_aipu.u_noc_top,i_lpddr_graph_1_pwr_idle_vec_req,,,N/A
x,u_aipu.u_noc_top,o_lpddr_graph_1_pwr_idle_vec_ack,u_aipu.u_lpddr_p_graph_1,i_noc_async_idle_ack,,,N/A
x,u_aipu.u_noc_top,o_lpddr_graph_1_pwr_idle_vec_val,u_aipu.u_lpddr_p_graph_1,i_noc_async_idle_val,,,N/A
x,u_aipu.u_lpddr_p_graph_1,o_noc_clken,u_aipu.u_noc_top,i_lpddr_graph_1_clken,,,N/A
x,u_aipu.u_lpddr_p_graph_1,o_noc_rst_n,u_aipu.u_noc_top,i_lpddr_graph_1_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_ao_rst_n,u_aipu.u_lpddr_p_graph_1,i_ao_rst_n,,,N/A
x,u_aipu.u_soc_mgmt_p,o_global_rst_n,u_aipu.u_lpddr_p_graph_1,i_global_rst_n,,,N/A
x,u_aipu.u_ddr_west_clock_gen_p,o_ddr_west_clk,u_aipu.u_lpddr_p_graph_1,i_lpddr_clk,,,N/A
x,u_aipu,i_ref_clk,u_aipu.u_lpddr_p_graph_1,i_ao_clk,,,N/A
x,u_aipu.u_lpddr_p_graph_1,BP_MEMRESET_L,u_aipu,o_lpddr_graph_1_bp_memreset_l,,,N/A
x,u_aipu.u_lpddr_p_graph_1,BP_A,u_aipu,io_lpddr_graph_1_bp_a,,,N/A
x,u_aipu.u_lpddr_p_graph_1,BP_ATO,u_aipu,io_lpddr_graph_1_bp_ato,,,N/A
x,u_aipu.u_lpddr_p_graph_1,BP_ATO_PLL,u_aipu,io_lpddr_graph_1_bp_ato_pll,,,N/A
x,u_aipu.u_lpddr_p_graph_1,BP_B0_D,u_aipu,io_lpddr_graph_1_bp_b0_d,,,N/A
x,u_aipu.u_lpddr_p_graph_1,BP_B1_D,u_aipu,io_lpddr_graph_1_bp_b1_d,,,N/A
x,u_aipu.u_lpddr_p_graph_1,BP_B2_D,u_aipu,io_lpddr_graph_1_bp_b2_d,,,N/A
x,u_aipu.u_lpddr_p_graph_1,BP_B3_D,u_aipu,io_lpddr_graph_1_bp_b3_d,,,N/A
x,u_aipu.u_lpddr_p_graph_1,BP_CK0_C,u_aipu,io_lpddr_graph_1_bp_ck0_c,,,N/A
x,u_aipu.u_lpddr_p_graph_1,BP_CK0_T,u_aipu,io_lpddr_graph_1_bp_ck0_t,,,N/A
x,u_aipu.u_lpddr_p_graph_1,BP_CK1_C,u_aipu,io_lpddr_graph_1_bp_ck1_c,,,N/A
x,u_aipu.u_lpddr_p_graph_1,BP_CK1_T,u_aipu,io_lpddr_graph_1_bp_ck1_t,,,N/A
x,u_aipu.u_lpddr_p_graph_1,BP_ZN,u_aipu,io_lpddr_graph_1_bp_zn,,,N/A
x,u_aipu.u_lpddr_p_graph_1,o_ctrl_sbr_done_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_1__ctrl_sbr_done,,,N/A
x,u_aipu.u_lpddr_p_graph_1,o_ctrl_derate_temp_limit_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_1__ctrl_derate_temp_limit,,,N/A
x,u_aipu.u_lpddr_p_graph_1,o_ctrl_ecc_ap_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_1__ctrl_ecc_ap_err,,,N/A
x,u_aipu.u_lpddr_p_graph_1,o_ctrl_ecc_corrected_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_1__ctrl_ecc_corrected_err,,,N/A
x,u_aipu.u_lpddr_p_graph_1,o_ctrl_ecc_uncorrected_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_1__ctrl_ecc_uncorrected_err,,,N/A
x,u_aipu.u_lpddr_p_graph_1,o_ctrl_rd_linkecc_corr_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_1__ctrl_rd_linkecc_corr_err,,,N/A
x,u_aipu.u_lpddr_p_graph_1,o_ctrl_rd_linkecc_uncorr_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_1__ctrl_rd_linkecc_uncorr_err,,,N/A
x,u_aipu.u_lpddr_p_graph_1,o_phy_pie_prog_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_1__phy_pie_prog_err,,,N/A
x,u_aipu.u_lpddr_p_graph_1,o_phy_ecc_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_1__phy_ecc_err,,,N/A
x,u_aipu.u_lpddr_p_graph_1,o_phy_rdfptrchk_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_1__phy_rdfptrchk_err,,,N/A
x,u_aipu.u_lpddr_p_graph_1,o_phy_pie_parity_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_1__phy_pie_parity_err,,,N/A
x,u_aipu.u_lpddr_p_graph_1,o_phy_acsm_parity_err_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_1__phy_acsm_parity_err,,,N/A
x,u_aipu.u_lpddr_p_graph_1,o_phy_trng_fail_intr,u_aipu.u_apu_p,i_irq__lpddr_graph_1__phy_trng_fail,,,N/A
