Name,Type,Req_id,Prioirity,Description,Measure,Testcase,Covergroup if applicable,From CVA6 Vplan
RWX on U-mode pages in S-mode w/ mstatus.SUM=0 - write,MMU.SV39,CVA6V_009,4,"If PTE belongs to user mode i.e. its U permission bit is set (pte.u = 1) and m/sstatus.SUM = 0, then accessing that PTE in supervisor mode would raise page fault exception of the corresponding access type. When satp.mode=sv39, PTE has (r,w,x) PMP permissions, PTE has non-reserved RWX encoding, and pte.v=1, then test the following in supervisor mode for level 2 to level 0 PTE. Set pte.u=1 & s/mstatus.SUM = 0 and test the write access.  For testing at levelN, set all the pte perimssions at level(N+1) to 0 except pte.v, so that level(N+1) points to levelN. Check m/scause and m/sepc accordingly for write accesses.",Directed Test,riscv-mmu test suite,,Derived
RWX on U-mode pages in S-mode w/ mstatus.SUM=0 - execute,MMU.SV39,CVA6V_009,4,"If PTE belongs to user mode i.e. its U permission bit is set (pte.u = 1) and m/sstatus.SUM = 0, then accessing that PTE in supervisor mode would raise page fault exception of the corresponding access type. When satp.mode=sv39, PTE has (r,w,x) PMP permissions, PTE has non-reserved RWX encoding, and pte.v=1, then test the following in supervisor mode for level 2 to level 0 PTE. Set pte.u=1 & s/mstatus.SUM = 0 and test the execute access.  For testing at levelN, set all the pte perimssions at level(N+1) to 0 except pte.v, so that level(N+1) points to levelN. Check m/scause and m/sepc accordingly for execute accesses.",Directed Test,riscv-mmu test suite,,Derived
RWX on U-mode pages in S-mode w/ mstatus.SUM=1 - read,MMU.SV39,CVA6V_009,4,"If PTE belongs to user mode i.e. its U permission bit is set (pte.u = 1) and m/sstatus.SUM = 1, then RW access to that PTE in supervisor mode would be successful but eXecute access would raise instruction page fault exception in s-mode. When atp.mode=sv39, PTE has (r,w,x) PMP permissions, PTE has non-reserved RWX encoding, and pte.v=1, then test the following in supervisor mode for level2 to level0 PTE: Set pte.r=1 & pte.u=1 & s/mstatus.SUM = 1 and test the read access. For testing at levelN, set all the pte perimssions at level(N+1) to 0 except pte.v, so that level(N+1) points to levelN. Check m/scause and m/sepc accordingly for read accesses.",Directed Test,riscv-mmu test suite,,Derived
RWX on U-mode pages in S-mode w/ mstatus.SUM=1 - write,MMU.SV39,CVA6V_009,4,"If PTE belongs to user mode i.e. its U permission bit is set (pte.u = 1) and m/sstatus.SUM = 1, then RW access to that PTE in supervisor mode would be successful but eXecute access would raise instruction page fault exception in s-mode. When atp.mode=sv39, PTE has (r,w,x) PMP permissions, PTE has non-reserved RWX encoding, and pte.v=1, then test the following in supervisor mode for level2 to level0 PTE: Set pte.r=1 & pte.u=1 & s/mstatus.SUM = 1 and test the write access. For testing at levelN, set all the pte perimssions at level(N+1) to 0 except pte.v, so that level(N+1) points to levelN. Check m/scause and m/sepc accordingly for write accesses.",Directed Test,riscv-mmu test suite,,Derived
RWX on U-mode pages in S-mode w/ mstatus.SUM=1 - execute,MMU.SV39,CVA6V_009,4,"If PTE belongs to user mode i.e. its U permission bit is set (pte.u = 1) and m/sstatus.SUM = 1, then RW access to that PTE in supervisor mode would be successful but eXecute access would raise instruction page fault exception in s-mode. When atp.mode=sv39, PTE has (r,w,x) PMP permissions, PTE has non-reserved RWX encoding, and pte.v=1, then test the following in supervisor mode for level2 to level0 PTE: Set pte.r=1 & pte.u=1 & s/mstatus.SUM = 1 and test the execute access. For testing at levelN, set all the pte perimssions at level(N+1) to 0 except pte.v, so that level(N+1) points to levelN. . Check m/scause and m/sepc accordingly for execute accesses.",Directed Test,riscv-mmu test suite,,Derived
RWX on U-mode pages in U-mode -read,MMU.SV39,CVA6V_009,4,"If PTE belongs to user mode i.e. its U permission bit is set (pte.u = 1), then accessing that PTE in user mode should be successful if the corresponding (r,w,x) permission of PTE is granted. Otherwise raise page fault exception of the corresponding access type. When satp.mode=sv39, PTE has (r,w,x) PMP permissions, PTE has non-reserved RWX encoding, pte.u=1 and pte.v=1, then test the following in user privilege mode for level2 to level0 PTE. Test the read access for both pte.r=1 and for pte.r=0. For testing at levelN, set all the pte perimssions at level(N+1) to 0 except pte.v, so that level(N+1) points to levelN. Check m/scause and m/sepc accordingly for read accesses.",Directed Test,riscv-mmu test suite,,Derived
RWX on U-mode pages in U-mode -write,MMU.SV39,CVA6V_009,4,"If PTE belongs to user mode i.e. its U permission bit is set (pte.u = 1), then accessing that PTE in user mode should be successful if the corresponding (r,w,x) permission of PTE is granted. Otherwise raise page fault exception of the corresponding access type. When satp.mode=sv39, PTE has (r,w,x) PMP permissions, PTE has non-reserved RWX encoding, pte.u=1 and pte.v=1, then test the following in user privilege mode for level2 to level0 PTE. Test the write access for both pte.w=1 and for pte.w=0. For testing at levelN, set all the pte perimssions at level(N+1) to 0 except pte.v, so that level(N+1) points to levelN. Check m/scause and m/sepc accordingly for write accesses.",Directed Test,riscv-mmu test suite,,Derived
RWX on U-mode pages in U-mode -execute,MMU.SV39,CVA6V_009,4,"If PTE belongs to user mode i.e. its U permission bit is set (pte.u = 1), then accessing that PTE in user mode should be successful if the corresponding (r,w,x) permission of PTE is granted. Otherwise raise page fault exception of the corresponding access type. When satp.mode=sv39, PTE has (r,w,x) PMP permissions, PTE has non-reserved RWX encoding, pte.u=1 and pte.v=1, then test the following in user privilege mode for level2 to level0 PTE. Test the execute access for both pte.x=1 and for pte.x=0. For testing at levelN, set all the pte perimssions at level(N+1) to 0 except pte.v, so that level(N+1) points to levelN. Check m/scause and m/sepc accordingly for execute accesses.",Directed Test,riscv-mmu test suite,,Derived
Executable Page Readability with s/mstatus.MXR=0,MMU.SV39,CVA6V_009,4,"If PTE has only execute permission (pte.x = 1) and s/mstatus.MXR=0, then read access on that PTE should raise load page fault exception. When satp.mode=sv39, PTE has (r,w,x) PMP permissions, and pte.v=1, then test the following in supervisor and user privilege mode for level2 to level0 PTE. Set pte.r=0 & pte.w=0 & pte.x=1 & s/mstatus.MXR=0 and test the read access. For testing at levelN, set all the pte perimssions at level(N+1) to 0 except pte.v, so that level(N+1) points to levelN. Set pte.U=0 when test in Supervisor mode and Set pte.U=1 when testing in user mode. Check m/scause and m/sepc accordingly for read accesses.",Directed Test,riscv-mmu test suite,,Derived
Executable Page Readability with s/mstatus.MXR=1,MMU.SV39,CVA6V_009,4,"If PTE has only execute permission (pte.x = 1) and s/mstatus.MXR=1, then read access on that PTE should be successful without having explicit read permission (pte.r=0). When satp.mode=sv39, PTE has (r,w,x) PMP permissions, and pte.v=1, then test the following in supervisor and user privilege mode for level2 to level0 PTE. Set pte.r=0 & pte.w=0 & pte.x=1 & s/mstatus.MXR=1 and test the read acces. For testing at levelN, set all the pte perimssions at level(N+1) to 0 except pte.v, so that level(N+1) points to levelN. Set pte.U=0 when test in Supervisor mode and Set pte.U=1 when testing in user mode. Check m/scause and m/sepc accordingly for read accesses.",Directed Test,riscv-mmu test suite,,Derived
global mapping,MMU.SV39,CVA6V_009,4,"For two different processes having same Virtual address and different satp.ASID, maps to same Physical address, and the pte.G is set; then one process will go through the address translation and update the TLB while the 2nd process will not go through the translation if pte.G is set and Physical address exist in TLB. Show that two different processes having same VA to PA mapping can access the translated PA from TLB (if exist) and not go through complete translation.",Directed Test,riscv-mmu test suite,,Derived
access bit implementation -read,MMU.SV39,CVA6V_009,4,"If implementation does not set the pte.A on accessing the PTE, and PTE has pte.A=0, then accessing it would raise page fault exception of the corresponding access type. When satp.mode=sv39, PTE has (r,w,x) PMP permissions, and pte.v=1, then test the following in supervisor and user privilege mode for level2 and level0 PTE. Execute sfence.vma before accessign the PTE. Set pte.r=1 & pte.a=0 and test the read access. For testing at levelN, set all the pte perimssions at level(N+1) to 0 except pte.v, so that level(N+1) points to levelN. Set pte.U=0 when test in Supervisor mode and Set pte.U=1 when testing in user mode. Check m/scause and m/sepc accordingly for read accesses.",Directed Test,riscv-mmu test suite,,Derived
access bit implementation -write,MMU.SV39,CVA6V_009,4,"If implementation does not set the pte.A on accessing the PTE, and PTE has pte.A=0, then accessing it would raise page fault exception of the corresponding access type. When satp.mode=sv39, PTE has (r,w,x) PMP permissions, and pte.v=1, then test the following in supervisor and user privilege mode for level2 and level0 PTE. Execute sfence.vma before accessign the PTE. Set pte.w=1 & pte.a=0 and test the write access. For testing at levelN, set all the pte perimssions at level(N+1) to 0 except pte.v, so that level(N+1) points to levelN. Set pte.U=0 when test in Supervisor mode and Set pte.U=1 when testing in user mode. Check m/scause and m/sepc accordingly for write accesses.",Directed Test,riscv-mmu test suite,,Derived
access bit implementation -execute,MMU.SV39,CVA6V_009,4,"If implementation does not set the pte.A on accessing the PTE, and PTE has pte.A=0, then accessing it would raise page fault exception of the corresponding access type. When satp.mode=sv39, PTE has (r,w,x) PMP permissions, and pte.v=1, then test the following in supervisor and user privilege mode for level2 and level0 PTE. Execute sfence.vma before accessign the PTE. Set pte.x=1 & pte.a=0 and test the execute access. For testing at levelN, set all the pte perimssions at level(N+1) to 0 except pte.v, so that level(N+1) points to levelN. Set pte.U=0 when test in Supervisor mode and Set pte.U=1 when testing in user mode. Check m/scause and m/sepc accordingly for execute accesses.",Directed Test,riscv-mmu test suite,,Derived
dirty bit Implementation,MMU.SV39,CVA6V_009,4,"If implementation does not sets the pte.D when PTE is written, and PTE has pte.D=0, then attempting to store on that PTE would raise Store/AMO page fault exception. When satp.mode=sv39, PTE has (r,w,x) PMP permissions, pte.a=1 and pte.v=1, then test the following in supervisor and user privilege mode for level2 to level0 PTE. Execute sfence.vma before accessign the PTE. Set pte.w=1 & pte.d=0 and test the write access. For testing at levelN, set all the pte perimssions at level(N+1) to 0 except pte.v, so that level(N+1) points to levelN. Set pte.U=0 when test in Supervisor mode and Set pte.U=1 when testing in user mode. Store/AMO page fault exception should be raised. Check m/scause and m/sepc accordingly for write accesses.",Directed Test,riscv-mmu test suite,,Derived
misaligned superpage,MMU.SV39,CVA6V_009,4,"If PTE at level2/level1 is leaf PTE (superpage) and its pte.ppn[1/0]=0, then it is a misaligned superpage and accessing that PTE would raise page fault exception of the corresponding access type. When satp.mode=sv32, PTE has (r,w,x) PMP permissions, PTE has non-reserved RWX encodings, (pte.r | pte.x)=1, and pte.v=1, then test the following in supervisor and user privilege mode for level2/level1 PTE: Set pte.ppn[0]=0 and test for read, write and execute access. Set pte.U=0 when test in Supervisor mode and Set pte.U=1 when testing in user mode.  Check m/scause and m/sepc accordingly for read/write/execute accesses.",Directed Test,riscv-mmu test suite,,Derived
accessing satp and sfence.vma CSRs,MMU.SV39,CVA6V_009,4,"If mstatus.TVM=1, read and write access to the satp and sfence.vma will raise illegal instruction exception in S-mode. Show that s/mcause contains the exception number of illegal instruction exception. Check that m/sepc must contain the virtual address of the instruction at which the trap occurs.",Directed Test,riscv-mmu test suite,,Derived
satp access permission,MMU.SV39,CVA6V_009,4,"Access satp in M, S, and U mode using csrrw, csrrc, csrrs. Show that satp is only accessible in M and S mode and illegal instruction exception is generated when accessed in lower privilege mode.",Directed Test,riscv-mmu test suite,,Derived
satp mode field= sv39,MMU.SV39,CVA6V_009,4,Mode field allows to select different schemes of address translation. Writes to satp are ignored when unsupported mode is selected. Show that supported address translation scheme i.e sv39 is selected by writing satp.mode=sv39 and reading back the satp.,Directed Test,riscv-mmu test suite,,Derived
satp mode field= bare,MMU.SV39,CVA6V_009,4,Verify Bare Mode/Virtualization disabled.,Directed Test,riscv-mmu test suite,,Derived
satp ASID field,MMU.SV39,CVA6V_009,4,"ASIDLEN is the number of ASID bits implemented. MAXASID bits for sv39 is 16. Determine by writing one to every bit position in the ASID field, then reading back the value in satp to see which bit positions in the ASID field hold a one. Show that ASIDLEN is equal to the expected ASIDLEN",Directed Test,riscv-mmu test suite,,Derived
,,,,,,,,
,,,,,,,,
,,,,,,,,
vector configuration instructions,ISA.RVV,CVA6V_0011,5,"Set Vector Length and Type With Imm5 (vsetvli), Set Vector Length and Type With Uimm and Imm5 (vsetivli), Set Vector Length and Type (vsetvl)",Functional Coverage,,Vector,No
vector integer add subtract instructions,ISA.RVV,CVA6V_0011,5,"Vector-Vector Averaging Addition (vaadd.vv), Vector-Integer Averaging Addition (vaadd.vx) , Vector-Vector Averaging Addition Unsigned (vaaddu.vv), Vector-Integer Averaging Addition Unsigned (vaaddu.vx), Vector-Vector Addition with Carry (vadc.vvm), Vector-Scalar Addition with Carry (vadc.vxm), Vector-Immediate Addition with Carry (vadc.vim), Vector-Vector Addition (vadd.vv), Vector-Scalar Addition (vadd.vx), Vector-Immediate Addition (vadd.vi), Vector-Vector Averaging Subtraction (vasub.vv), Vector-Scalar Averaging Subtraction (vasub.vx), Vector-Immediate Averaging Subtraction (vasub.vi), Vector-Vector Averaging Subtraction Unsigned (vasubu.vv), Vector-Integer Averaging Subtraction Unsigned (vasubu.vx), Vector-Immediate Averaging Subtraction Unsigned (vasubu.vi), Vector-Scalar Add with Carry In Mask Register (vmadc.vxm),  Vector-Immediate Add with Carry In Mask Register (vmadc.vim),  Vector-Vector Add No Carry In (vmadc.vv), Vector-Scalar Add No Carry In (vmadc.vx), Vector-Immediate Add No Carry In (vmadc.vi), Vector-Vector Subtract with Borrow In Mask Register (vmsbc.vvm),  Vector-Scalar Subtract with Borrow In Mask Register (vmsbc.vxm),  Vector-Vector Subtract No Borrow In (vmsbc.vv), Vector-Scalar Subtract No Borrow In (vmsbc.vx), Vector-Scalar Reverse Subtract (vrsub.vx), Vector-Immediate Reverse Subtract (vrsub.vi), Vector-Vector Subtract With Borrow (vsbc.vvm),  Vector-Scalar Subtract With Borrow (vsbc.vxm), Vector-Vector Subtract (vsub.vv), Vector-Scalar Subtract (vsub.vx)",Functional Coverage,,Vector,No
vector integer saturating add subtract instructions,ISA.RVV,CVA6V_0011,5,"Vector-Vector Saturating Add Unsigned (vsaddu.vv), Vector-Scalar Saturating Add Unsigned (vsaddu.vx), Vector-Immediate Saturating Add Unsigned (vsaddu.vi), Vector-Vector Saturating Add Signed (vsadd.vv), Vector-Scalar Saturating Add Signed (vsadd.vx), Vector-Immediate Saturating Add Signed (vsadd.vi), Vector-Vector Saturating Subtract Unsigned (vssubu.vv), Vector-Scalar Saturating Subtract Unsigned (vssubu.vx), Vector-Immediate Saturating Subtract Unsigned (vssubu.vi), Vector-Vector Saturating Subtract Signed (vssub.vv), Vector-Scalar Saturating Subtract Signed (vssub.vx), Vector-Immediate Saturating Subtract Signed (vssub.vi)",Functional Coverage,,Vector,No
vector integer widening add subtract instructions,,CVA6V_0011,,"Vector-Vector Widening Unsigned Integer Add (vwaddu.vv), Vector-Scalar Widening Unsigned Integer Add (vwaddu.vx), Vector-Vector Widening Signed Integer Add (vwadd.vv), Vector-Scalar Widening Signed Integer Add (vwadd.vx), Vector-Vector Widening Unsigned Integer Subtract (vwsubu.vv), Vector-Scalar Widening Unsigned Integer Subtract (vwsubu.vx), Vector-Vector Widening Signed Integer Subtract (vwsub.vv), Vector-Scalar Widening Signed Integer Subtract (vwsub.vx)",Functional Coverage,,Vector,No
vector integer widening multiply-add instructions,ISA.RVV,CVA6V_0011,5,"Vector-Vector Widening Unsigned Integer Multiply Add (vwmaccu.vv), Vector-Scalar Widening Unsigned Integer Multiply Add (vwmaccu.vx), Vector-Vector Widening Signed Integer Multiply Add (vwmacc.vv), Vector-Scalar Widening Signed Integer Multiply Add (vwmacc.vx), Vector-Vector Widening Signed-Unsigned Integer Multiply Add (vwmaccsu.vv), Vector-Scalar Widening Signed-Unsigned Integer Multiply Add (vwmaccsu.vx),  Vector-Scalar Widening Unsigned-Signed Integer Multiply Add (vwmaccus.vx), Vector-Vector Widening Signed Integer Multiply (vwmul.vv), Vector-Scalar Widening Signed Integer Multiply (vwmul.vx), Vector-Vector Widening Unsigned Integer Multiply (vwmulu.vv), Vector-Scalar Widening Unsigned Integer Multiply (vwmulu.vx), Vector-Vector Widening Signed-Unsigned Integer Multiply (vwmulsu.vv), Vector-Scalar Widening Signed-Unsigned Integer Multiply (vwmulsu.vv)",Functional Coverage,,Vector,No
vector integer multiply divide instructions,ISA.RVV,CVA6V_0011,5,"Vector-Vector Division (vdiv.vv), Vector-Scalar Division (vdiv.vx), Vector-Immediate Division (vdiv.vi), Vector-Vector Division Unsigned (vdivu.vv), Vector-Scalar Division Unsigned (vdivu.vx), Vector-Immediate Division Unsigned (vdivu.vi), Vector-Vector Multiply-Accumulate (vmacc.vv), Vector-Scalar Multiply-Accumulate (vmacc.vx), Vector-Vector Multiply Add (vmadd.vv), Vector-Scalar Multiply Add (vmadd.vx), Vector-Vector Multiply (vmul.vv), Vector-Scalar Multiply (vmul.vx), Vector-Vector Multiply High Bits Product (vmulh.vv), Vector-Scalar Multiply High Bits Product (vmulh.vx),  Vector-Vector Multiply High Bits Product Signed Unsigned (vmulhsu.vv), Vector-Scalar Multiply High Bits Product Signed Unsigned (vmulhsu.vx), Vector-Vector Multiply High Bits Product Unsigned (vmulhu.vv), Vector-Scalar Multiply High Bits Product Unsigned (vmulhu.vx), Vector-Vector Multiply-Sub Overwrite Minuend (vnmsac.vv), Vector-Scalar Multiply-Sub Overwrite Minuend (vnmsac.vx),  Vector-Vector Multiply-Sub Overwrite Multiplicand  (vnmsub.vv),   Vector-Scalar Multiply-Sub Overwrite Multiplicand  (vnmsac.vx), Vector-Vector Remainder Unsigned (vremu.vv),  Vector-Scalar Remainder Unsigned (vremu.vx), Vector-Vector Remainder Signed (vrem.vv),  Vector-Scalar Remainder Signed (vrem.vx)",Functional Coverage,,Vector,No
vector integer saturating multiply divide instructions,,CVA6V_0011,,"Vector-Vector Signed Saturating And Rounding Fractional Multiply (vsmul.vv), Vector-Scalar Signed Saturating And Rounding Fractional Multiply (vsmul.vx)",,,Vector,
vector integer logical instructions,ISA.RVV,CVA6V_0011,5,"Vector-Vector AND (vand.vv), Vector-Scalar AND (vand.vx), Vector-Immediate AND (vand.vi), Vector-Vector OR (vor.vv), Vector-Scalar OR (vor.vx), Vector-Immediate OR (vor.vi), Vector-Vector Shift Left Logical (vsll.vv), Vector-Scalar Shift Left Logical (vsll.vx), Vector-Immediate Shift Left Logical (vsll.vi),  Vector-Vector Shift Right Logical (vsrl.vv), Vector-Scalar Shift Right Logical (vsrl.vx), Vector-Immediate Shift Right Logical (vsrl.vi), Vector-Vector Shift Right Arithmetic (vsra.vv), Vector-Scalar Shift Right Arithmetic (vsra.vx), Vector-Immediate Shift Right Arithmetic (vsra.vi), Vector-Vector Scaling Shift Right Arithmetic (vssra.vv), Vector-Scalar Scaling Shift Right Arithmetic (vssra.vx), Vector-Immediate Scaling Shift Right Arithmetic (vssra.vi), Vector-Vector Scaling Shift Right Logical (vssrl.vv), Vector-Scalar Scaling Shift Right Logical (vssrl.vx), Vector-Immediate Scaling Shift Right Logical (vssrl.vi), Vector-Vector XOR (vxor.vv), Vector-Scalar XOR (vxor.vx), Vector-Immediate XOR (vxor.vi)",Functional Coverage,,Vector,No
vector integer reduction instructions,ISA.RVV,CVA6V_0011,5,"Vector Reduction AND (vredand.vs), Vector Reduction Maximum Signed  (vredmax.vs), Vector Reduction Maximum Unsigned (vredmaxu.vs), Vector Reduction Minimum Signed  (vredmin.vs), Vector Reduction Minimum Unsigned (vredminu.vs),  Vector Reduction OR (vredor.vs), Vector Reduction SUM (vredsum.vs), Vector Reduction XOR (vredxor.vs), Vector Widening Unsigned Sum Reduction (vwredsumu.vs), Vector Widening Signed Sum Reduction (vwredsum.vs)",Functional Coverage,,Vector,No
vector permutation instructions,ISA.RVV,CVA6V_0011,5,"Vector Compress (vcompress.vm), Vector Population Count (vcpop.m), Vector First Non-Zero (vfirst.m), Vector-Vector Floating Point Maximum (vfmax.vv), Vector-Scalar Floating Point Maximum (vfmax.vf), Vector Floating Point Merge (vfmerge.vfm), Vector-Vector Floating Point Minimum (vfmin.vv), Vector-Scalar Floating Point Minimum (vfmin.vf), Vector Floating Point Slide 1 Down (vfslide1down.vf), Vector Floating Point Slide 1 Up (vfslide1up.vf), Vector-Vector Maximum (vmax.vv), Vector-Scalar Maximum (vmax.vx), Vector-Vector Maximum Unsigned (vmaxu.vv), Vector-Scalar Maximum Unsigned (vmaxu.vx), Vector-Vector Integer Merge (vmerge.vvm), Vector-Scalar Integer Merge (vmerge.vxm), Vector-Immediate Integer Merge (vmerge.vim), Vector-Vector Minimum (vmin.vv), Vector-Scalar Minimum (vmin.vx), Vector-Vector Minimum Unsigned (vminu.vv), Vector-Scalar Minimum Unsigned (vminu.vx), Vector-Vector Register Gather (vrgather.vv), Vector-Scalar Register Gather (vrgather.vx), Vector-Immediate Register Gather (vrgather.vi), Vector-Vector Register Gather EEW=16 and EMUL = (16/SEW)*LMUL (vrgatherei16.vv), Vector Slide 1 Down (vslide1down.vx), Vector Immediate Slide 1 Down (vslide1down.vi), Vector Slide 1 Up (vslide1up.vx), Vector Immediate Slide 1 Up (vslide1up.vi), Vector Slide Down (vslidedown.vx), Vector Slide Down Immediate (vslidedown.vi), Vector Slide Up (vslideup.vx), Vector Slide Up Immediate (vslideup.vi)",Functional Coverage,,Vector,No
vector floating point arithmetic instructions,ISA.RVV,CVA6V_0011,5,"Vector-Vector Floating-Point Addition (vfadd.vv), Vector-Scalar Floating-Point Addition (vfadd.vf), Vector Floating Point Classify (vfclass.v), Vector-Vector Floating-Point Division (vfdiv.vv), Vector-Scalar Floating-Point Division (vfdiv.vf), Vector-Vector Floating Point Multiply Acummulate (vfmacc.vv), Vector-Scalar Floating Point Multiply Acummulate (vfmacc.vf),  Vector-Vector Floating Point Multiply Add (vfmadd.vv), Vector-Scalar Floating Point Multiply Add (vfmadd.vf), Vector-Vector Floating Point Multiply Subtract Accumulator (vfmsac.vv), Vector-Scalar Floating Point  Multiply Subtract Accumulator (vfmsac.vf), Vector-Vector Floating Point Multiply Subtract (vfmsub.vv), Vector-Scalar Floating Point  Multiply Subtract (vfmsub.vf), Vector-Vector Floating-Point Multiplication (vfmul.vv), Vector-Scalar Floating-Point Multiplication (vfmul.vf), Reverse Floating Point Divide Vector (vfrdiv.vf), Vector Floating-Point Reciprocal Estimate to 7 Bits (frec7.v), Vector Floating-Point Reciprocal Square-Root Estimate to 7 Bits (vfsqrt7.v), Vector Floating Point Subtract (vfrsub.vf), Vector Floating Point Square Root (vfsqrt.v), Vector-Vector Floating Point Subtract (vfsub.vv), Vector-Scalar Floating Point Subtract (vfsub.vf)",Functional Coverage,,Vector,No
vector floating point arithmetic negate instructions,ISA.RVV,CVA6V_0011,5,"Vector-Vector Floating Point Negate Multply Acummulate (vfnmacc.vv), Vector-Scalar Floating Point Negate Multply Acummulate (vfnmacc.vf),  Vector-Vector Floating Point Negate Multiply Add (vfnmadd.vv), Vector-Scalar Floating Point Negate Multiply Add (vfnmadd.vf), Vector-Vector Floating Point Negate Multiply Subtract Accumulator (vfnmsac.vv), Vector-Scalar Floating Point Negate Multiply Subtract Accumulator (vfnmsac.vf), Vector-Vector Floating Point Negate Multiply Subtract (vfnmsub.vv), Vector-Scalar Floating Point Negate Multiply Subtract (vfnmsub.vf)",Functional Coverage,,Vector,No
vector floating point arithmetic widening instructions,ISA.RVV,CVA6V_0011,5,"Vector-Vector Widening Floating Point Addition (vfwadd.vv),  Vector-Scalar Widening Floating Point Addition (vfwadd.vf),  Widened Vector-Vector Widening Floating Point Addition (vfwadd.wv), Widened Vector-Scalar Widening Floating Point Addition (vfwadd.wf), Vector-Vector Widening Floating Point Subtraction (vfwsub.vv),  Vector-Scalar Widening Floating Point Subtraction (vfwsub.vf),  Widened Vector-Vector Widening Floating Point Subtraction (vfwsub.wv), Widened Vector-Scalar Widening Floating Point Subtraction (vfwsub.wf), Vector-Vector Widening Floating-Point Multiply-Accumulate (vfwmacc.vv),  Vector-Scalar Widening Floating-Point Multiply-Accumulate  (vfwmacc.vf),  Vector-Vector Widening Floating-Point Multiply-Subtract-Accumulate (vfwmsac.vv), Vector-Scalar Widening Floating-Point Multiply-Subtract-Accumulate (vfwmsac.vf), Vector-Vector Widening Floating-Point Multiply (vfwmul.vv), Vector-Scalar Widening Floating-Point Multiply (vfwmul.vf), Vector-Vector Widening Floating-Point Negate Multiply-Accumulate (vfwnmacc.vv),  Vector-Scalar Widening Floating-Point Negate Multiply-Accumulate (vfwnmacc.vf), Vector-Vector Widening Floating-Point Negate Multiply-Subtract-Accumulate (vfwnmsac.vv), Vector-Scalar Widening Floating-Point Negate Multiply-Subtract-Accumulate (vfwnmsac.vf)",Functional Coverage,,Vector,No
vector floating point conversion instructions,ISA.RVV,CVA6V_0011,5,"Vector Floating Point Conversion To Unsigned Integer (vfcvt.xu.f.v), Vector Floating Point Conversion To Signed Integer (vfcvt.x.f.v), Vector Floating Point Conversion To Unsigned Integer Using Round to Zero (vfcvt.rtz.xu.f.v), Vector Floating Point Conversion To Signed Integer Using Round to Zero (vfcvt.rtz.x.f.v), Vector Unsigned Integer Conversion to Floating Point (vfcvt.f.xu.v), Vector Double Width Float Convert to Unsigned Integer (vfncvt.xu.f.w), Vector Double Width Float Convert to Signed Integer (vfncvt.x.f.w), Vector Double Width Float Convert to Unsigned Integer Truncating (vfncvt.rtz.xu.f.w), Vector Double Width Float Convert to Signed Integer Truncating (vfncvt.rtz.x.f.w), Vector Double Width Unsigned Integer Convert to Float (vfncvt.f.xu.w), Vector Double Width Signed Integer Convert to Float (vfncvt.f.x.w), Vector Double Width Float Convert to Single Width Float (vfncvt.f.f.w), Vector Double Width Float Convert to Single Width Float  Rounding to Odd (vfncvt.rod.f.f.w)",Functional Coverage,,Vector,No
vector floating point conversion widening instructions,ISA.RVV (Zvfh Zvfhmin),CVA6V_0012,5,"Convert Float to Double-Width Unsigned Integer (vfwcvt.xu.f.v), Convert Float to Double-Width Signed Integer (vfwcvt.x.f.v), Convert Float to Double-Width Unsigned Integer, Truncating (vfwcvt.rtz.xu.f.v), Convert Float to Double-Width Signed Integer, Truncating (vfwcvt.rtz.x.f.v), Convert Unsigned Integer to Double-Width Float (vfwcvt.f.xu.v), Convert Signed Integer to Double-Width Float (vfwcvt.f.x.v),  Convert Single-Width Float to Double-Width Float (vfwcvt.f.f.v)",Functional Coverage,,Vector,No
vector floating point move instructions,ISA.RVV,CVA6V_0011,5,"Vector Floating Point Move (vfmv.v.f),  Floating Point Scalar Move to Vector (vfmv.f.s), Vector  Move to Floating Point (vfmv.s.f), ",Functional Coverage,,Vector,No
vector floating point reduction instructions,ISA.RVV,CVA6V_0011,5,"Vector Floating Point Reduction Maximum (vfredmax.vs), Vector Floating Point Reduction Minimum (vfredmin.vs), Vector Floating Point Reduction Ordered Sum (vfredosum.vs), Vector Floating Point Reduction Unordered Sum (vfredusum.vs), Vector Widening Floating Point Reduction Ordered Sum (vfwredosum.vs), Vector Widening Floating Point Reduction Unordered Sum (vfwredusum.vs)",Functional Coverage,,Vector,No
vector floating point sign injection instructions,ISA.RVV,CVA6V_0011,5,"Vector-Vector Sign Injection (vfsgnj.vv), Vector-Scalar  Sign Injection (vfsgnj.vf), Vector-Vector Negated Sign Injection (vfsgnjn.vv) , Vector-Scalar Negated Sign Injection (vfsgnjn.vf), Vector-Vector Sign Injection Exclusive OR (vfsgnjx.vv), Vector-Scalar Sign Injection Exclusive OR (vfsgnjx.vf)",Functional Coverage,,Vector,No
